metadata_location_name,metadata_series_label,metadata_start_year,metadata_end_year,latitude,longitude,resolved_location_name,resolved_location_id,resolved_species_name,resolved_species_id,year,count_date,fish_count,species,species_id,count_location,count_location_id,downloaded_at_utc
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-23,120,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-24,256,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-25,509,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-26,166,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-27,211,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-28,38,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-29,90,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-06-30,112,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-01,186,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-02,148,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-03,102,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-04,151,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-05,3426,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-06,24364,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-07,9125,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
Kvichak River,sockeye,1955,2011,58.8806,-157.0372,Kvichak River,46,Sockeye,420,1955,1955-07-08,657,Sockeye,420,Kvichak River,46,2026-08-11T21:06:40.396320+00:00
